id,type,text1,text2,text3,notes
LTA_talonrailautomatednixie,WEAPON,"A Talon Rail hooked into a microfactory set up to produce small automated talon fighters with Nixie cannons. The Automation is poor enough to barely avoid breaching Domain and Hegemony AI restrictions.

More of a static ship modification than a weapon, Talon Rails hook directly into the ships missile feeders and non-destructively modify them to support the small travelling body of a talon fighter.

This allows the ships internal missile autofactories function as jury-rigged fighter bays, though with limited output rate. Pilots from such talons are known to struggle to perform during combat due to the negative impacts of being stuck inside a claustrophobic interior ship tunnel with no exit, sometimes for hours.

While designs like this are usually created by off-market engineers and pirates, in this case the design instead stems from the same mercenary manufacturing company as the somewhat ubiquitous Nixie Cannon and Nixus Launchers, as an experiment to see if they could temporarily alter internal systems to support fighter designs. It is surmised this was in preparation for the creation of a highly specialised ship, though no evidence has surfaced as of yet as to the nature of said vessel, other than this peculiar modular mount.",,,
LTA_portablebaytalon,WEAPON,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC (In this case a Talon LPC) and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.",,,
LTA_portablebaypiranha,WEAPON,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC (In this case a Piranha Bomber LPC) and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.",,,
LTA_portablebaypiranhainfinite,WEAPON,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC (In this case a Piranha Bomber LPC) and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.",,,
LTA_portablebaydiademp,WEAPON,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC (In this case a Pirate-modified Diadem LPC) and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.",,,
LTA_vulcansingle,WEAPON,"The Light Vulcan is an easily built-in weapon often seen in ports on older Domain ships and fighters, though its lack of any ability to perform adequately for its cost modularly has rendered it permanently off-market due to its extreme disuse and the disinterest of any individual with the ability to purchase a copy of its autofactory masterchip.",,,
LTA_swarmer_mech_fragmentation,WEAPON,"A short range guided missile launcher. The missiles are designed to intercept and destroy enemy fighters. This particular model has been compressed down to size, limiting the explosive payload substantially, but adjustments have been made to the explosive compounds used and the engines, enabling much better effectiveness against unarmored targets and fighters.",,,
LTA_snapcrackercannonl,WEAPON,"The Ko-Combine Snapcracker Cannon is a miniaturiesed Mjolnir singularity cannon with a built-in capacitor bank that can usually allow for 6 shots before needing re-energising at a nearby flux charger. This version has been upscaled and can house 12 shots, after which the mounted vehicle will have to return to a supplier to recharge.

Usually this weapon is only seen on ground-mechs deployed by automated drone defense factories, and even then only on specialised or large units. Seeing this weapon in space at all is a rarity owing to the presence of the Mjolnir and the fact that it is impossible to make a modular variant of. That being said, on the Jackhammer mech, this weapon is potent, and deadly.",,,
LTA_snapcrackergunL,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
LTA_snapcrackergunR,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
LTA_snapcrackergunshipL,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
LTA_snapcrackergunshipR,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
LTA_annihilator_fighter_r,WEAPON,A missile tube linked into a small autofactory capable of spitting out small bursts of Annihilator missiles.,,,
LTA_annihilator_fighter_rmech,WEAPON,A missile tube linked into a small autofactory capable of spitting out accelerated Annihilator missiles at a steady rate.,,,
LTA_annihilator_tube_builtin,WEAPON,A missile tube linked into a small autofactory capable of spitting out accelerated Annihilator missiles in tiny bursts at a steady rate.,,,
LTA_devastatorsingle,WEAPON,"A cut-to-size variant of the esteemed Devastator Cannon, impossible to mount in a modular way, but used by some enterprising ship engineers to increment available anti-fighter and point defence weaponry.",,,
LTA_annihilator_builtin_slow,WEAPON,"A built-in modified Annihilator Tube, the altered outlet's rockets have trouble reaching their intended range accurately and take longer to load, but the mount can be integrated into incredibly small spaces.",,,
,,,,,
LTA_otamay,WEAPON,"A colossal, inefficient brother to the Thermal Pulse Cannon, the Otamay is built into the forward spine of the Sovereign’s chassis. A relatively contemporary design, the Otamay is valued for causing shield generators to short out and inflicting temporary systems failures. While the general output of the weapon is low, it can cause ruinous damage on impact with any part of a ship, and is prized for its ability to disrupt heavily shielded targets and stations.",,,
,,,,,
,,,,,
LTA_upcycledlampreyleftassault,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
LTA_upcycledlampreyrightassault,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
LTA_upcycledlampreyleftstrike,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
LTA_upcycledlampreyrightstrike,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
LTA_upcycledlampreyleftlost,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
LTA_upcycledlampreyrightlost,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
LTA_upcycledlampreyleftsupport,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
LTA_upcycledlampreyrightsupport,WEAPON,"A drone-modified Epattcud XI (or Lamprey), attached to a rail, boasting Upcycled systems and improved internals.",,,
,,,,,
,,,,,
,,,,,
LTA_Epattcudxi_Upcycled_DroneLeft,SHIP,"A drone-modified Epattcud XI (or Lamprey), designed to be launched from a ship-side rail, boasting Upcycled systems and improved internals. The remote controlled Gamma-level AI core running the corvette is in direct violation of several pieces of Hegemony legislation.",,,
LTA_Epattcudxi_Upcycled_DroneRight,SHIP,"A drone-modified Epattcud XI (or Lamprey), designed to be launched from a ship-side rail, boasting Upcycled systems and improved internals. The remote controlled Gamma-level AI core running the corvette is in direct violation of several pieces of Hegemony legislation.",,,
,,,,,
LTA_annihilatorbuiltinmitigator,WEAPON,"A built-in modified Annihilator Pod redesigned for defence against frigates. The altered rockets have trouble reaching their intended range accurately and take longer to load, but the launcher has been rigged to fire them in short bursts to maximise effect.",,,
,,,,,
LTA_reckonertargetingbeamleft,WEAPON,A tiny analytics computer rigged to run targeting algorithms controls the joints on these weapons arms and allows them to aim towards potential enemy targets.,,,
LTA_reckonertargetingbeamright,WEAPON,A tiny analytics computer rigged to run targeting algorithms controls the joints on these weapons arms and allows them to aim towards potential enemy targets.,,,
